mangohud	0.8.3~rc1-2.fc44	x86_64	User	<unknown>
mcelog	3:175-14.fc44	x86_64	Group	<unknown>
md4c	0.5.1-5.fc44	x86_64	External User	<unknown>
mdadm	4.3-11.fc44	x86_64	Group	<unknown>
mediawriter	5.3.2-1.fc44	x86_64	User	updates
mesa-dri-drivers	26.1.8-1.fc44	i686	Group	updates
mesa-dri-drivers	26.1.8-1.fc44	x86_64	Group	updates
mesa-libEGL-devel	26.1.8-1.fc44	x86_64	User	updates
mesa-libGL-devel	26.1.8-1.fc44	i686	User	updates
mesa-libGLU-devel	9.0.3-8.fc44	i686	User	fedora
mesa-va-drivers-freeworld	26.1.8-1.fc44	x86_64	User	rpmfusion-free-updates
mesa-vulkan-drivers	26.1.8-1.fc44	i686	Group	updates
mesa-vulkan-drivers	26.1.8-1.fc44	x86_64	Group	updates
meson	1.11.2-1.fc44	noarch	User	updates
microcode_ctl	2:2.1-74.fc44	x86_64	Group	<unknown>
mingw32-FAudio	25.05-4.fc44	noarch	External User	<unknown>
mingw32-SDL3	3.4.14-1.fc44	noarch	External User	updates
mingw32-crt	13.0.0-3.fc44	noarch	External User	<unknown>
mingw32-filesystem	152-1.fc44	noarch	External User	updates
mingw32-gcc	16.1.1-1.fc44	x86_64	User	updates
mingw32-gcc-c++	16.1.1-1.fc44	x86_64	User	updates
mingw32-lcms2	2.14-9.fc44	noarch	External User	<unknown>
mingw32-libgcc	16.1.1-1.fc44	x86_64	External User	updates
mingw32-libjpeg-turbo	3.1.2-2.fc44	noarch	External User	<unknown>
mingw32-libpng	1.6.58-1.fc44	noarch	External User	<unknown>
mingw32-libstdc++	16.1.1-1.fc44	x86_64	External User	updates
mingw32-libtiff	4.7.2-1.fc44	noarch	External User	updates
mingw32-libxml2	2.12.10-3.fc44	noarch	External User	<unknown>
mingw32-libxslt	1.1.43-5.fc44	noarch	External User	<unknown>
mingw32-vkd3d	1.17-2.fc44	noarch	External User	<unknown>
mingw32-win-iconv	0.0.10-4.fc44	noarch	External User	<unknown>
mingw32-winpthreads	13.0.0-3.fc44	noarch	External User	<unknown>
mingw32-zlib	1.3.2-1.fc44	noarch	External User	<unknown>
mingw64-gcc	16.1.1-1.fc44	x86_64	User	updates
mingw64-gcc-c++	16.1.1-1.fc44	x86_64	User	updates
minicom	2.11.1-1.fc44	x86_64	Group	<unknown>
miniupnpc	2.3.3-4.fc44	x86_64	External User	<unknown>
mpage	2.5.7-24.fc44	x86_64	Group	<unknown>
mpg123-devel	1.32.10-3.fc44	x86_64	User	fedora
mpv	0.41.0-5.fc44	x86_64	User	fedora
mpvpaper	1.9-1.fc44	x86_64	User	terra
mt7xxx-firmware	20260810-1.fc44	noarch	Group	updates
mtr	2:0.96-1.fc44	x86_64	Group	updates
ncurses	6.6-1.fc44	x86_64	Group	<unknown>
ncurses-devel	6.6-1.fc44	i686	User	fedora
ncurses-devel	6.6-1.fc44	x86_64	User	fedora
net-tools	2.0-0.77.20160912git.fc44	x86_64	Group	<unknown>
nfs-client-utils	1:2.8.7-7.fc44	x86_64	External User	updates
nfs-common-utils	1:2.8.7-7.fc44	x86_64	External User	updates
nfs-utils	1:2.8.7-7.fc44	x86_64	Group	updates
nfsv3-client-utils	1:2.8.7-7.fc44	x86_64	External User	updates
nfsv4-client-utils	1:2.8.7-7.fc44	x86_64	External User	updates
ngtcp2	1.22.1-1.fc44	i686	External User	<unknown>
ngtcp2-crypto-ossl	1.22.1-1.fc44	i686	External User	<unknown>
ninja-build	1.13.2-2.fc44	x86_64	External User	<unknown>
niri	26.04-1.fc44	x86_64	User	updates
nmap-ncat	4:7.92-11.fc44	x86_64	Group	updates
noctalia	5.0.0~beta.10-1.fc44	x86_64	User	updates
nodejs22	1:22.23.1-2.fc44	x86_64	External User	updates
nodejs22-bin	1:22.23.1-2.fc44	noarch	External User	updates
nodejs22-docs	1:22.23.1-2.fc44	noarch	External User	updates
nodejs22-full-i18n	1:22.23.1-2.fc44	x86_64	External User	updates
nodejs22-libs	1:22.23.1-2.fc44	x86_64	External User	updates
nodejs22-npm	1:10.9.8-1.22.23.1.2.fc44	noarch	External User	updates
nodejs22-npm-bin	1:22.23.1-2.fc44	noarch	External User	updates
nss-mdns	0.15.1-28.fc44	i686	Group	<unknown>
nss-mdns	0.15.1-28.fc44	x86_64	Group	<unknown>
ntfs-3g	2:2026.2.25-1.fc44	x86_64	Group	updates
ntfsprogs	2:2026.2.25-1.fc44	x86_64	Group	updates
nvidia-gpu-firmware	20260810-1.fc44	noarch	Group	updates
nvme-cli	2.16-3.fc44	x86_64	Group	updates
nvtop	3.3.2-1.fc44	x86_64	User	<unknown>
nxpwireless-firmware	20260810-1.fc44	noarch	Group	updates
obs-studio	32.1.1-3.fc44	x86_64	User	updates
okular	26.08.0-2.fc44	x86_64	Group	updates
open-vm-tools-desktop	13.1.0-2.fc44	x86_64	Group	updates
openal-soft-devel	1.24.2-6.fc44	x86_64	User	fedora
openapv-libs	0.2.1.2-1.fc44	x86_64	External User	<unknown>
opencl-headers	3.0-35.20250708git8a97ebc.fc44	noarch	User	fedora
openldap-devel	2.6.13-1.fc44	i686	User	fedora
openldap-devel	2.6.13-1.fc44	x86_64	User	fedora
opensc	0.27.1-2.fc44	x86_64	Group	<unknown>
openssh-clients	10.2p1-14.fc44	x86_64	Group	updates
openssh-server	10.2p1-14.fc44	x86_64	Group	updates
orc	0.4.41-3.fc44	i686	External User	<unknown>
orca	50.2-1.fc44	noarch	Group	updates
pam-kwallet	6.7.4-1.fc44	x86_64	Group	updates
pangomm2.48	2.56.2-1.fc44	x86_64	External User	updates
papirus-icon-theme	20250501-2.fc44	noarch	User	<unknown>
paps	0.8.0-15.fc44	x86_64	Group	<unknown>
parted	3.6-14.fc44	x86_64	Group	<unknown>
passwdqc	2.0.3-9.fc44	x86_64	Group	<unknown>
patch	2.8-4.fc44	x86_64	User	fedora
pavucontrol	6.2-1.fc44	x86_64	External User	updates
pciutils	3.15.0-1.fc44	x86_64	Group	updates
perl	4:5.42.3-525.fc44	x86_64	User	updates
phonon-qt6-backend-vlc	0.12.0-8.fc44	x86_64	Group	<unknown>
pinentry-qt	1.3.2-3.fc44	x86_64	Group	<unknown>
pinfo	0.6.13-10.fc44	x86_64	Group	<unknown>
pipewire-alsa	1.6.8-1.fc44	i686	Group	updates
pipewire-alsa	1.6.8-1.fc44	x86_64	Group	updates
pipewire-config-raop	1.6.8-1.fc44	x86_64	Group	updates
pipewire-devel	1.6.8-1.fc44	x86_64	User	updates
pipewire-gstreamer	1.6.8-1.fc44	x86_64	Group	updates
pipewire-pulseaudio	1.6.8-1.fc44	x86_64	Group	updates
pipewire-utils	1.6.8-1.fc44	x86_64	Group	updates
pkgconf	2.5.1-1.fc44	i686	User	fedora
plasma-breeze	6.7.4-2.fc44	x86_64	Group	updates
plasma-desktop	6.7.4-1.fc44	x86_64	Group	updates
plasma-desktop-doc	6.7.4-1.fc44	noarch	Group	updates
plasma-discover	6.7.4-1.fc44	x86_64	Group	updates
plasma-discover-notifier	6.7.4-1.fc44	x86_64	Group	updates
plasma-disks	6.7.4-1.fc44	x86_64	Group	updates
plasma-nm	6.7.4-1.fc44	x86_64	Group	updates
plasma-nm-l2tp	6.7.4-1.fc44	x86_64	Group	updates
plasma-nm-openconnect	6.7.4-1.fc44	x86_64	Group	updates
plasma-nm-openswan	6.7.4-1.fc44	x86_64	Group	updates
plasma-nm-openvpn	6.7.4-1.fc44	x86_64	Group	updates
plasma-nm-pptp	6.7.4-1.fc44	x86_64	Group	updates
plasma-nm-vpnc	6.7.4-1.fc44	x86_64	Group	updates
plasma-pa	6.7.4-1.fc44	x86_64	Group	updates
plasma-print-manager	6.7.4-1.fc44	x86_64	Group	updates
plasma-smart-video-wallpaper-reborn	2.9.0-1.fc44	noarch	User	fedora
plasma-systemmonitor	6.7.4-1.fc44	x86_64	Group	updates
plasma-thunderbolt	6.7.4-1.fc44	x86_64	Group	updates
plasma-vault	6.7.4-1.fc44	x86_64	Group	updates
plasma-welcome	6.7.4-1.fc44	x86_64	Group	updates
plasma-welcome-fedora	6.3.4-3.fc44	noarch	User	<unknown>
plasma-workspace	6.7.4-1.fc44	x86_64	Group	updates
plasma-workspace-wallpapers	6.7.4-1.fc44	noarch	Group	updates
plocate	1.1.24-1.fc44	x86_64	Group	<unknown>
plymouth	24.004.60-24.fc44	x86_64	Group	<unknown>
plymouth-plugin-script	24.004.60-24.fc44	x86_64	User	<unknown>
plymouth-system-theme	24.004.60-24.fc44	x86_64	Group	<unknown>
policycoreutils	3.11-2.fc44	x86_64	Group	updates
polkit-kde	6.7.4-1.fc44	x86_64	Group	updates
power-profiles-daemon	0.30-3.fc44	x86_64	User	<unknown>
ppp	2.5.1-7.fc44	x86_64	Group	<unknown>
prefixdevname	0.2.0-8.fc44	x86_64	Group	<unknown>
prismlauncher	11.0.3-1.fc44	x86_64	User	terra
procps-ng	4.0.6-1.fc44	x86_64	Group	<unknown>
psacct	6.6.4-26.fc44	x86_64	Group	<unknown>
pulseaudio-libs-devel	17.0-9.fc44	x86_64	User	fedora
python-pyqt6-rpm-macros	6.11.0-4.fc44	noarch	External User	updates
python3-bugzilla	3.3.0-7.fc44	noarch	External User	<unknown>
python3-build	1.4.0-2.fc44	noarch	User	fedora
python3-devel	3.14.7-1.fc44	x86_64	User	updates
python3-hatch-vcs	0.5.0-6.fc44	noarch	User	fedora
python3-hatchling	1.31.0-1.fc44	noarch	User	updates
python3-ibus	1.5.34-4.fc44	x86_64	External User	updates
python3-installer	0.7.0-14.fc44	noarch	User	fedora
python3-jupyter-core	5.9.0-2.fc44	noarch	User	fedora
python3-nbconvert	7.16.4-13.fc44	noarch	User	fedora
python3-pefile	2024.8.26-7.fc44	noarch	User	fedora
python3-pip	26.0.1-3.fc44	noarch	User	updates
python3-pyqt6-base	6.11.0-4.fc44	x86_64	External User	updates
python3-pyqt6-sip	13.11.1-1.fc44	x86_64	External User	updates
python3-pytest	8.4.2-2.fc44	noarch	User	fedora
qcom-wwan-firmware	20260810-1.fc44	noarch	Group	updates
qemu-guest-agent	2:10.2.2-1.fc44	x86_64	Group	<unknown>
qt6-qtbase-private-devel	6.11.1-1.fc44	x86_64	User	updates
qt6-qtdeclarative-devel	6.11.1-3.fc44	x86_64	User	updates
qt6-qtshadertools-devel	6.11.1-1.fc44	x86_64	User	updates
qt6-qtsvg-devel	6.11.1-1.fc44	x86_64	User	updates
qt6-qtwayland-devel	6.11.1-1.fc44	x86_64	User	updates
qt6ct	0.11-15.20250907git23a985f.fc44	x86_64	User	updates
quickshell-git	0.3.1^856.git2d3b3e9-1.fc44	x86_64	User	copr:copr.fedorainfracloud.org:errornointernet:quickshell
quota	1:4.11-2.fc44	x86_64	Group	<unknown>
rdma-core-common	61.0-2.fc44	noarch	External User	<unknown>
readline	8.3-4.fc44	i686	External User	<unknown>
realmd	0.17.1-19.fc44	x86_64	Group	<unknown>
realtek-firmware	20260810-1.fc44	noarch	Group	updates
rootfiles	9.0-6.fc44	noarch	Group	<unknown>
rpm	6.0.2-1.fc44	x86_64	Group	updates
rpmfusion-free-release	44-3	noarch	User	<unknown>
rpmfusion-nonfree-release	44-3	noarch	User	<unknown>
rsync	3.5.0-1.fc44	x86_64	Group	updates
rsyslog	8.2604.0-1.fc44	x86_64	Group	<unknown>
rust	1.98.0-1.fc44	x86_64	User	updates
samba-client	2:4.24.6-1.fc44	x86_64	Group	updates
samba-core-libs	2:4.24.6-1.fc44	x86_64	External User	updates
samba-ndr-libs	2:4.24.6-1.fc44	x86_64	External User	updates
samba-usershares	2:4.24.6-1.fc44	noarch	Group	updates
sane-backends-devel	1.4.0-6.fc44	x86_64	User	fedora
sassc	3.6.2-13.fc44	x86_64	User	fedora
screenfetch	3.9.1-15.fc44	noarch	User	<unknown>
sddm	0.21.0-13.fc44	x86_64	Group	<unknown>
sddm-breeze	6.7.4-1.fc44	noarch	Group	updates
sddm-kcm	6.7.4-1.fc44	x86_64	Group	updates
sddm-wayland-plasma	6.7.4-1.fc44	noarch	Group	updates
sdl2-compat-devel	2.32.70-1.fc44	x86_64	User	updates
selinux-policy-targeted	44.8-1.fc44	noarch	Group	updates
setroubleshoot	3.3.36-3.fc44	x86_64	Group	<unknown>
setup	2.15.0-28.fc44	noarch	Group	<unknown>
shadow-utils	2:4.19.0-7.fc44	x86_64	Group	<unknown>
shim-ia32	16.1-5	x86_64	Group	<unknown>
shim-x64	16.1-5	x86_64	Group	<unknown>
signon-kwallet-extension	26.08.0-1.fc44	x86_64	Group	updates
skanpage	26.08.0-1.fc44	x86_64	Group	updates
slurp	1.5.0-6.fc44	x86_64	User	fedora
smartmontools	1:7.5-9.fc44	x86_64	Group	updates
snapd	2.76-0.fc44	x86_64	User	updates
snapper	0.13.0-3.fc44	x86_64	User	<unknown>
sos	4.12.0-1.fc44	noarch	Group	updates
sourcegit	2026.19-1	x86_64	User	@commandline
spandsp	0.0.6-22.fc44	i686	External User	<unknown>
spandsp	0.0.6-22.fc44	x86_64	External User	<unknown>
spectacle	1:6.7.4-1.fc44	x86_64	Group	updates
speech-dispatcher	0.12.1-6.fc44	x86_64	Group	<unknown>
spice-vdagent	0.23.0-2.fc44	x86_64	Group	<unknown>
spice-webdavd	3.0-13.fc44	x86_64	Group	<unknown>
sssd-common	2.13.1-2.fc44	x86_64	Group	updates
sssd-kcm	2.13.1-2.fc44	x86_64	Group	updates
sssd-proxy	2.13.1-2.fc44	x86_64	Group	updates
starship	1.26.0-1.fc44	x86_64	User	terra
stb_image_resize2-devel	2.18^20260313git904aa67-2.fc44	x86_64	User	updates
steam-arch-transition	1.0.0.87-1.fc44	noarch	User	terra
stressapptest	1.0.9-10.20220222git6714c57.fc44	x86_64	User	fedora
sudo	1.9.17-8.p2.fc44	x86_64	Group	<unknown>
swappy	1.5.1-8.fc44	x86_64	User	fedora
symlinks	1.7-14.fc44	x86_64	Group	<unknown>
system-config-printer-udev	1.5.18-20.fc44	x86_64	Group	updates
systemd	259.8-1.fc44	x86_64	Group	updates
systemd-devel	259.8-1.fc44	x86_64	User	updates
systemd-oomd-defaults	259.8-1.fc44	noarch	User	updates
systemd-resolved	259.8-1.fc44	x86_64	Group	updates
systemd-udev	259.8-1.fc44	x86_64	Group	updates
tailscale	1.102.3-1	x86_64	User	tailscale-stable
tar	2:1.35-8.fc44	x86_64	Group	<unknown>
tcpdump	14:4.99.6-3.fc44	x86_64	Group	<unknown>
teamd	1.32-13.fc44	x86_64	Group	<unknown>
terra-release	44-9	noarch	User	terra
tesseract	5.5.3-1.fc44	x86_64	User	updates
texlive	12:2025-1.fc44	noarch	User	fedora
texlive-xetex	12:svn77830-111.fc44	x86_64	User	updates
thermald	2.5.12-3.fc44	x86_64	Group	updates
time	1.9-28.fc44	x86_64	Group	<unknown>
tiwilink-firmware	20260810-1.fc44	noarch	Group	updates
tomlplusplus-devel	3.4.0-7.fc44	x86_64	User	fedora
toolbox	0.3-4.fc44	x86_64	Group	<unknown>
traceroute	3:2.1.6-4.fc44	x86_64	Group	<unknown>
trash-cli	0.24.5.26-18.fc44	noarch	User	fedora
tree	2.2.1-4.fc44	x86_64	Group	<unknown>
udisks2	2.11.2-1.fc44	x86_64	Group	updates
udisks2-btrfs	2.11.2-1.fc44	x86_64	User	updates
unityhub	3.16.4-1	x86_64	User	@commandline
unixODBC	2.3.14-3.fc44	i686	External User	<unknown>
unixODBC-devel	2.3.14-3.fc44	x86_64	User	fedora
unzip	6.0-69.fc44	x86_64	Group	<unknown>
usb_modeswitch	2.6.2-5.fc44	x86_64	Group	<unknown>
usbutils	019-2.fc44	x86_64	Group	<unknown>
util-linux	2.41.5-1.fc44	x86_64	Group	updates
uv	0.12.3-1.fc44	x86_64	User	updates
vesktop	1.6.7-2.fc44	x86_64	User	terra
vim-minimal	2:9.2.967-1.fc44	x86_64	Group	updates
virtualbox-guest-additions	7.2.14-1.fc44	x86_64	Group	updates
vlc-plugin-gstreamer	1:3.0.23-10.fc44	x86_64	Group	<unknown>
vulkan-loader-devel	1.4.341.0-1.fc44	x86_64	User	fedora
wayland-devel	1.25.0-1.fc44	i686	User	updates
wayland-devel	1.25.0-1.fc44	x86_64	User	updates
wayland-protocols-devel	1.49-1.fc44	noarch	User	updates
wget2-wget	2.2.1-2.fc44	x86_64	Group	<unknown>
which	2.25-1.fc44	x86_64	Group	updates
whois	5.6.6-1.fc44	x86_64	Group	<unknown>
wine	11.0-3.fc44	x86_64	User	fedora
wine-alsa	11.0-3.fc44	x86_64	External User	<unknown>
wine-core	11.0-3.fc44	i686	External User	<unknown>
wine-devel	11.0-3.fc44	x86_64	User	fedora
wine-pulseaudio	11.0-3.fc44	x86_64	External User	<unknown>
winetricks	20260125-1.fc44	noarch	User	<unknown>
wireplumber	0.5.14-1.fc44	x86_64	Group	<unknown>
wl-clip-persist	0.4.1-1.20240502gitv0.4.1.fc43	x86_64	User	copr:copr.fedorainfracloud.org:leloubil:wl-clip-persist
wlroots-devel	0.20.2-1.fc44	x86_64	User	updates
words	3.0-63.fc44	noarch	Group	<unknown>
wpa_supplicant	1:2.11-9.fc44	x86_64	Group	<unknown>
xdg-desktop-portal-gnome	50.0-1.fc44	x86_64	User	fedora
xfsprogs	7.1.1-1.fc44	x86_64	Group	updates
xz-lzma-compat	1:5.8.2-2.fc44	x86_64	User	fedora
yasm	1.3.0^20250625git121ab15-3.fc44	x86_64	User	fedora
yazi	26.9.1-1.fc44	x86_64	User	terra
yq	4.53.3-1.fc44	x86_64	User	updates
zip	3.0-45.fc44	x86_64	Group	<unknown>
zram-generator-defaults	1.2.1-5.fc44	noarch	Group	<unknown>
zsh	5.9-21.fc44	x86_64	User	updates
zsh-autosuggestions	0.7.1-4.fc44	noarch	User	<unknown>
zsh-syntax-highlighting	0.8.0-7.fc44	noarch	User	<unknown>
